Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.AzureStack,linkedSubscriptions,Microsoft.AzureStack/linkedSubscriptions/read,Get Azure Stack Linked Subscription,Get the properties of an Azure Stack Linked Subscription,FALSE
Microsoft.AzureStack,linkedSubscriptions,Microsoft.AzureStack/linkedSubscriptions/write,Create Linked Subscription,Create or updates an linked subscription,FALSE
Microsoft.AzureStack,linkedSubscriptions,Microsoft.AzureStack/linkedSubscriptions/delete,Delete Linked Subscription,Delete a Linked Subscription,FALSE
Microsoft.AzureStack,linkedSubscriptions,Microsoft.AzureStack/linkedSubscriptions/linkedResourceGroups/action,Read/Write Under Projected Linked Resource Group,Reads or Writes to a projected linked resource under the linked resource group,FALSE
Microsoft.AzureStack,linkedSubscriptions,Microsoft.AzureStack/linkedSubscriptions/linkedProviders/action,Read/Write Under Projected Linked Provider,Reads or Writes to a projected linked resource under the given linked resource provider namespace,FALSE
Microsoft.AzureStack,linkedSubscriptions,Microsoft.AzureStack/linkedSubscriptions/operations/action,Get Azure-AsyncOperation Status,Get or list statuses of async operations on projected linked resources,FALSE
Microsoft.AzureStack,registrations,Microsoft.AzureStack/registrations/read,Get Azure Stack Registration,Gets the properties of an Azure Stack registration,FALSE
Microsoft.AzureStack,registrations,Microsoft.AzureStack/registrations/write,Create Azure Stack Registration,Creates or updates an Azure Stack registration,FALSE
Microsoft.AzureStack,registrations,Microsoft.AzureStack/registrations/delete,Delete Azure Stack Registration,Deletes an Azure Stack registration,FALSE
Microsoft.AzureStack,registrations,Microsoft.AzureStack/registrations/getActivationKey/action,Get Azure Stack Activation Key,Gets the latest Azure Stack activation key,FALSE
Microsoft.AzureStack,registrations,Microsoft.AzureStack/registrations/enableRemoteManagement/action,Enable Remote Management for registration,Enable RemoteManagement for Azure Stack registration,FALSE
Microsoft.AzureStack,registrations/customerSubscriptions,Microsoft.AzureStack/registrations/customerSubscriptions/read,Get Azure Stack Customer Subscription,Gets the properties of an Azure Stack Customer Subscription,FALSE
Microsoft.AzureStack,registrations/customerSubscriptions,Microsoft.AzureStack/registrations/customerSubscriptions/write,Create Azure Stack Customer Subscription,Creates or updates an Azure Stack Customer Subscription,FALSE
Microsoft.AzureStack,registrations/customerSubscriptions,Microsoft.AzureStack/registrations/customerSubscriptions/delete,Delete Azure Stack Customer Subscription,Deletes an Azure Stack Customer Subscription,FALSE
Microsoft.AzureStack,registrations/products,Microsoft.AzureStack/registrations/products/read,Get Azure Stack Marketplace Product,Gets the properties of an Azure Stack Marketplace product,FALSE
Microsoft.AzureStack,registrations/products,Microsoft.AzureStack/registrations/products/listDetails/action,Get Azure Stack Marketplace Product Details,Retrieves extended details for an Azure Stack Marketplace product,FALSE
Microsoft.AzureStack,registrations/products,Microsoft.AzureStack/registrations/products/getProducts/action,Get Azure Stack Marketplace Products List,Retrieves a list of Azure Stack Marketplace products,FALSE
Microsoft.AzureStack,registrations/products,Microsoft.AzureStack/registrations/products/getProduct/action,Get Azure Stack Marketplace Product,Retrieves Azure Stack Marketplace product,FALSE
Microsoft.AzureStack,registrations/products,Microsoft.AzureStack/registrations/products/uploadProductLog/action,Upload Azure Stack Marketplace Product Operation Log,Record Azure Stack Marketplace product operation status and timestamp,FALSE
Microsoft.AzureStack,Operations,Microsoft.AzureStack/Operations/read,Get Resource Provider Operation Details,Gets the properties of a resource provider operation,FALSE
Microsoft.Batch,,Microsoft.Batch/register/action,Register the Batch Resource Provider,Registers the subscription for the Batch Resource Provider and enables the creation of Batch accounts,FALSE
Microsoft.Batch,,Microsoft.Batch/unregister/action,Unregister the Batch Resource Provider,Unregisters the subscription for the Batch Resource Provider preventing the creation of Batch accounts,FALSE
Microsoft.Batch,operations,Microsoft.Batch/operations/read,List Available Batch Operations,Lists operations available on Microsoft.Batch resource provider,FALSE
Microsoft.Batch,batchAccounts,Microsoft.Batch/batchAccounts/read,List or Get Batch Accounts,Lists Batch accounts or gets the properties of a Batch account,FALSE
Microsoft.Batch,batchAccounts,Microsoft.Batch/batchAccounts/write,Create or Update Batch Account,Creates a new Batch account or updates an existing Batch account,FALSE
Microsoft.Batch,batchAccounts,Microsoft.Batch/batchAccounts/delete,Delete Batch Account,Deletes a Batch account,FALSE
Microsoft.Batch,batchAccounts,Microsoft.Batch/batchAccounts/listkeys/action,List Batch Account Keys,Lists access keys for a Batch account,FALSE
Microsoft.Batch,batchAccounts,Microsoft.Batch/batchAccounts/regeneratekeys/action,Regenerate Batch Account Keys,Regenerates access keys for a Batch account,FALSE
Microsoft.Batch,batchAccounts,Microsoft.Batch/batchAccounts/syncAutoStorageKeys/action,Synchronize Auto Storage Account Keys,Synchronizes access keys for the auto storage account configured for a Batch account,FALSE
Microsoft.Batch,batchAccounts/applications,Microsoft.Batch/batchAccounts/applications/read,List or Get Applications,Lists applications or gets the properties of an application,FALSE
Microsoft.Batch,batchAccounts/applications,Microsoft.Batch/batchAccounts/applications/write,Create or Update Application,Creates a new application or updates an existing application,FALSE
Microsoft.Batch,batchAccounts/applications,Microsoft.Batch/batchAccounts/applications/delete,Delete Application,Deletes an application,FALSE
Microsoft.Batch,batchAccounts/applications/versions,Microsoft.Batch/batchAccounts/applications/versions/read,Get Application Package,Gets the properties of an application package,FALSE
Microsoft.Batch,batchAccounts/applications/versions,Microsoft.Batch/batchAccounts/applications/versions/write,Create or Update Application Package,Creates a new application package or updates an existing application package,FALSE
Microsoft.Batch,batchAccounts/applications/versions,Microsoft.Batch/batchAccounts/applications/versions/delete,Delete Application Package,Deletes an application package,FALSE
Microsoft.Batch,batchAccounts/applications/versions,Microsoft.Batch/batchAccounts/applications/versions/activate/action,Activate Application Package,Activates an application package,FALSE
Microsoft.Batch,batchAccounts/providers/Microsoft.Insights/logDefinitions,Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/logDefinitions/read,Read Batch service log definitions,Gets the available logs for the Batch service,FALSE
Microsoft.Batch,batchAccounts/providers/Microsoft.Insights/metricDefinitions,Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/metricDefinitions/read,Read Batch service metric definitions,Gets the available metrics for the Batch service,FALSE
Microsoft.Batch,batchAccounts/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource,FALSE
Microsoft.Batch,batchAccounts/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource,FALSE
Microsoft.Batch,batchAccounts/operationResults,Microsoft.Batch/batchAccounts/operationResults/read,Get Batch account operation results,Gets the results of a long running Batch account operation,FALSE
Microsoft.Batch,batchAccounts/certificateOperationResults,Microsoft.Batch/batchAccounts/certificateOperationResults/read,Get Certificate Operation Results,Gets the results of a long running certificate operation on a Batch account,FALSE
Microsoft.Batch,batchAccounts/certificates,Microsoft.Batch/batchAccounts/certificates/read,List or Get Certificates,Lists certificates on a Batch account or gets the properties of a certificate,FALSE
Microsoft.Batch,batchAccounts/certificates,Microsoft.Batch/batchAccounts/certificates/write,Create or Update Certificate,Creates a new certificate on a Batch account or updates an existing certificate,FALSE
Microsoft.Batch,batchAccounts/certificates,Microsoft.Batch/batchAccounts/certificates/delete,Delete Certificate,Deletes a certificate from a Batch account,FALSE
Microsoft.Batch,batchAccounts/certificates,Microsoft.Batch/batchAccounts/certificates/cancelDelete/action,Cancel Delete Certificate,Cancels the failed deletion of a certificate on a Batch account,FALSE
Microsoft.Batch,batchAccounts/poolOperationResults,Microsoft.Batch/batchAccounts/poolOperationResults/read,Get Pool Operation Results,Gets the results of a long running pool operation on a Batch account,FALSE
Microsoft.Batch,batchAccounts/pools,Microsoft.Batch/batchAccounts/pools/read,List or Get Pools,Lists pools on a Batch account or gets the properties of a pool,FALSE
Microsoft.Batch,batchAccounts/pools,Microsoft.Batch/batchAccounts/pools/write,Create or Update Pool,Creates a new pool on a Batch account or updates an existing pool,FALSE
Microsoft.Batch,batchAccounts/pools,Microsoft.Batch/batchAccounts/pools/delete,Delete Pool,Deletes a pool from a Batch account,FALSE
Microsoft.Batch,batchAccounts/pools,Microsoft.Batch/batchAccounts/pools/stopResize/action,Stop Pool Resize,Stops an ongoing resize operation on a Batch account pool,FALSE
Microsoft.Batch,batchAccounts/pools,Microsoft.Batch/batchAccounts/pools/disableAutoscale/action,Disable Pool AutoScale,Disables automatic scaling for a Batch account pool,FALSE
Microsoft.Batch,batchAccounts/privateEndpointConnectionProxies,Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/validate/action,Validates a Private endpoint connection proxy,Validates a Private endpoint connection proxy on a Batch account,FALSE
Microsoft.Batch,batchAccounts/privateEndpointConnectionProxies,Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/write,Create or Update Private endpoint connection proxy,Create a new Private endpoint connection proxy on a Batch account,FALSE
Microsoft.Batch,batchAccounts/privateEndpointConnectionProxies,Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/read,Get Private endpoint connection proxy,Gets Private endpoint connection proxy on a Batch account,FALSE
Microsoft.Batch,batchAccounts/privateEndpointConnectionProxies,Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/delete,Delete Private endpoint connection proxy,Delete a Private endpoint connection proxy on a Batch account,FALSE
Microsoft.Batch,batchAccounts/privateEndpointConnectionProxyResults,Microsoft.Batch/batchAccounts/privateEndpointConnectionProxyResults/read,Get Batch account private endpoint connection proxy operation results,Gets the results of a long running Batch account private endpoint connection proxy operation,FALSE
